course_id,course_name,user_id,final_score,current_score,failed,total_activity_time,page_views,page_views_level,participations,participations_level,on_time,late,missing,morning_activity,afternoon_activity,evening_activity,night_activity,dominant_time,is_morning_studier,is_evening_studier,time_concentration,activity_span_days,unique_active_hours,avg_gap_hours,gap_std_hours,modules_completed,first_module_time
86020,TALL DE COMPETENCIAS DIGITALES-P02,91423,78.3,88.98,0,4567,1189,3,13,2,11,0,7,335,556,236,62,afternoon,0,0,0.46761984861227923,129,75,41.86486486486486,60.54601205969795,4,2025-08-08T02:46:01+00:00
86020,TALL DE COMPETENCIAS DIGITALES-P02,117643,48.08,90.72,1,4746,510,2,7,1,5,0,13,149,86,231,44,evening,0,1,0.45294117647058824,125,40,77.0,101.63055264421831,4,2025-08-08T02:46:01+00:00
86020,TALL DE COMPETENCIAS DIGITALES-P02,68552,49.5,60.37,1,5545,289,1,10,2,9,0,9,6,33,133,117,evening,0,1,0.4602076124567474,116,25,116.33333333333333,104.30510800318245,4,2025-08-13T18:24:02+00:00
86020,TALL DE COMPETENCIAS DIGITALES-P02,109982,65.62,80.02,0,10090,420,2,10,2,10,0,8,58,124,153,85,evening,0,1,0.36428571428571427,124,53,57.28846153846154,69.2590834193947,4,2025-08-08T18:05:42+00:00
86020,TALL DE COMPETENCIAS DIGITALES-P02,116275,27.0,90.0,1,2415,533,2,13,2,11,0,7,88,153,222,70,evening,0,1,0.4165103189493433,129,28,115.37037037037037,145.9033541482672,4,2025-08-10T01:38:10+00:00
84944,FUNDAMENTOS DE MACROECONOMÍA-P03,86579,82.35,82.35,0,7277,148,2,2,3,2,0,0,7,71,0,70,afternoon,0,0,0.4797297297297297,29,13,59.75,139.45855118995036,2,2025-11-05T04:07:18+00:00
84944,FUNDAMENTOS DE MACROECONOMÍA-P03,91343,82.35,82.35,0,4006,342,3,2,3,2,0,0,68,122,83,69,afternoon,0,0,0.3567251461988304,128,26,123.36,212.3348073208912,2,2025-08-27T01:54:23+00:00
84944,FUNDAMENTOS DE MACROECONOMÍA-P03,86350,35.29,75.0,1,1381,152,2,1,2,1,0,1,68,48,8,28,morning,1,0,0.4473684210526316,113,10,301.77777777777777,549.8011312744067,2,2025-08-13T18:18:16+00:00
84944,FUNDAMENTOS DE MACROECONOMÍA-P03,84148,76.47,76.47,0,7489,432,3,3,3,2,0,0,169,147,95,21,morning,1,0,0.3912037037037037,113,25,113.29166666666667,223.43333815082795,2,2025-10-15T13:08:40+00:00
84944,FUNDAMENTOS DE MACROECONOMÍA-P03,114020,41.18,87.5,1,1022,207,2,1,2,1,0,1,80,65,20,42,morning,1,0,0.3864734299516908,128,14,236.6153846153846,393.44524366589263,2,2025-10-21T21:55:17+00:00
84944,FUNDAMENTOS DE MACROECONOMÍA-P03,88793,29.41,62.5,1,1499,102,1,1,2,1,0,1,0,23,30,49,night,0,0,0.4803921568627451,104,6,499.2,673.1981580485793,2,2025-08-22T01:50:05+00:00
84944,FUNDAMENTOS DE MACROECONOMÍA-P03,81133,88.24,88.24,0,3822,298,3,2,3,2,0,0,57,201,40,0,afternoon,0,0,0.674496644295302,99,19,132.33333333333334,281.8352552664608,2,2025-10-15T13:51:20+00:00
84944,FUNDAMENTOS DE MACROECONOMÍA-P03,89397,35.29,75.0,1,648,80,1,0,0,1,0,1,0,76,4,0,afternoon,0,0,0.95,7,4,56.666666666666664,77.31465291621994,2,2025-11-26T19:35:26+00:00
84944,FUNDAMENTOS DE MACROECONOMÍA-P03,90878,82.35,82.35,0,6314,83,1,2,3,2,0,0,0,27,16,40,night,0,0,0.4819277108433735,15,10,40.77777777777778,64.495956424118,2,2025-11-19T18:35:55+00:00
84944,FUNDAMENTOS DE MACROECONOMÍA-P03,91444,70.59,70.59,0,4937,232,2,2,3,2,0,0,66,166,0,0,afternoon,0,0,0.7155172413793104,112,11,271.1,400.32123351128905,2,2025-09-10T17:10:28+00:00
84944,FUNDAMENTOS DE MACROECONOMÍA-P03,89382,35.29,75.0,1,1390,311,3,1,2,1,0,1,78,145,9,79,afternoon,0,0,0.4662379421221865,130,10,346.77777777777777,540.9495309746819,2,2025-11-05T17:30:56+00:00
